util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes
0.18851756600000003,62,3,0.817720351,6500.0,16,0,3,2,0.0
0.9999998999999999,34,1,0.091191174,5800.0,4,0,0,0,4.0
0.0,59,1,0.223186265,5416.0,6,0,1,0,1.0
0.165751474,46,0,0.109831235,3732.0,4,0,0,0,0.0
0.016674508,55,0,1.403544649,4400.0,19,0,2,0,0.0
0.44596953,54,0,1634.0,,11,0,1,0,0.0
0.026803597000000002,73,0,56.0,,11,0,0,0,0.0
0.022933673999999998,49,0,0.30052803100000003,8900.0,8,0,2,0,0.0
0.054887622999999996,53,0,0.142308615,4166.0,16,0,0,0,0.0
0.000113819,83,0,0.17657082,4694.0,8,0,1,0,0.0
0.09342918800000001,34,0,2.527472527,1000.0,8,0,2,0,0.0
0.079321709,65,0,0.022127433,3750.0,3,0,0,0,0.0
0.040244363,72,2,0.27441622600000004,5866.0,17,0,2,0,1.0
0.009140716,79,0,0.027105088,4500.0,11,0,0,0,0.0
0.010217705,84,0,0.0033311129999999997,3001.0,5,0,0,0,1.0
0.6865150259999999,71,0,0.309281786,6000.0,11,0,0,0,1.0
0.066789741,56,0,0.037913507,12000.0,4,0,1,0,1.0
0.9999998999999999,41,0,0.0,,0,0,0,0,0.0
0.626981331,45,2,5338.0,,7,0,1,0,0.0
0.014022028999999998,65,0,1795.0,,9,0,1,0,
0.011713951,54,0,0.181363699,7200.0,6,0,0,0,0.0
0.9999998999999999,57,0,0.0,,0,0,0,0,
0.18271008600000002,50,0,0.028994201,5000.0,15,0,0,0,0.0
0.022794657000000003,49,0,0.879109226,6600.0,15,0,5,0,2.0
0.058241061,88,0,36.0,,3,0,0,0,
0.20024279600000003,79,0,0.25620028100000003,4273.0,6,0,0,0,0.0
0.9999998999999999,48,0,0.539697354,15000.0,12,0,5,0,0.0
0.179847652,37,0,0.029359859,6232.0,3,0,0,0,0.0
0.06181292,59,1,0.528624767,3213.0,17,0,1,0,0.0
0.719017413,55,0,0.244023083,10916.0,9,0,2,0,1.0
0.952488964,47,0,0.34040640200000005,5560.0,10,0,0,0,3.0
1.005712654,23,1,1092.0,,7,0,0,0,0.0
0.014271373,56,0,0.404897245,6860.0,6,0,1,0,2.0
0.59045152,54,1,1267.0,0.0,7,0,1,0,1.0
0.19381766,37,2,0.195315252,5677.0,8,0,1,0,0.0
0.05168249,69,0,0.0073589530000000005,3668.0,5,0,0,0,0.0
0.003363534,52,0,0.000586396,5115.0,4,0,0,0,0.0
0.006739541,76,0,0.148370326,5000.0,6,0,1,0,0.0
0.851882962,46,1,0.37837388899999996,12040.0,13,0,2,0,1.0
0.242150295,76,0,0.830939227,2714.0,21,0,1,0,0.0
0.024576472999999998,70,0,0.19477403,7500.0,12,0,1,0,2.0
0.9999998999999999,67,0,2247.0,,4,0,1,0,0.0
0.296724621,56,0,0.384670487,5583.0,13,0,2,0,1.0
0.028210996000000002,37,0,44.0,,3,0,0,0,0.0
0.205034718,51,0,0.407417507,11000.0,8,0,3,0,1.0
0.24419767399999998,43,0,2.350824588,1333.0,4,0,1,0,2.0
0.5994079920000001,63,8,0.427367519,7000.0,13,6,2,3,0.0
0.0056278019999999995,79,0,0.232602845,2600.0,15,0,0,0,0.0
0.60369641,43,1,0.408397901,4000.0,5,0,1,0,3.0
0.043186305,45,0,0.17134286199999998,5666.0,8,0,1,0,3.0
0.8783723109999999,38,0,0.27726876100000003,4583.0,9,0,0,0,1.0
0.058941059000000004,28,0,0.080894383,5500.0,4,0,0,0,0.0
0.8732506999999999,44,0,0.021000763,51140.0,7,2,1,0,3.0
0.417290176,48,1,20.55896069,1500.0,23,0,8,0,2.0
0.592819985,43,0,0.20584706,9166.0,7,0,1,0,2.0
0.066286816,58,0,1207.0,,8,0,0,0,0.0
0.000449978,80,0,0.0,6500.0,5,0,0,0,0.0
0.03552937,25,0,0.0009998,5000.0,2,0,0,0,0.0
0.9999998999999999,40,0,424.0,,3,0,0,0,
0.8591140890000001,52,0,0.160946351,3000.0,2,0,0,0,0.0
0.113051593,27,0,0.131024634,2800.0,9,0,0,0,0.0
0.6413762679999999,28,1,0.160811197,3500.0,5,1,0,0,0.0
0.6356961,59,0,0.252866478,8110.0,9,0,1,0,0.0
0.183095507,45,0,0.79128727,5600.0,11,0,2,0,1.0
0.34733053399999997,23,0,0.094502499,2200.0,3,0,0,0,0.0
0.520300666,62,0,2578.0,,19,0,1,0,0.0
0.529129824,64,1,0.713090909,2749.0,10,0,0,0,0.0
0.0,45,0,0.0,5200.0,1,0,0,0,2.0
0.002777623,90,0,0.076510446,7083.0,9,0,0,0,0.0
0.0,43,0,0.0,2300.0,8,0,0,0,1.0
0.09171781300000001,64,0,739.0,,4,0,0,0,0.0
0.0,43,0,0.197057278,5708.0,3,0,1,0,2.0
0.012008,51,0,0.0031956,13455.0,10,0,0,0,1.0
0.0,63,0,14.0,,5,0,0,0,
1.0499002,26,0,0.073219505,6500.0,6,0,0,1,0.0
0.5665775670000001,37,1,0.302608294,12996.0,9,0,1,0,4.0
0.32743763,83,0,0.382808596,2000.0,10,0,0,0,0.0
0.040339651000000004,63,1,1704.0,,9,0,2,0,0.0
0.011770756,89,0,0.001470156,3400.0,4,0,0,0,0.0
0.035565408,50,0,0.497233518,15000.0,9,0,4,0,2.0
0.970388412,40,0,0.39100160700000003,5600.0,5,0,1,0,1.0
0.015805942,50,0,0.149314482,4667.0,5,0,1,0,2.0
0.193265993,49,0,0.11572107,4000.0,5,0,1,0,2.0
0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0
0.070572099,47,0,2130.0,,4,0,1,0,0.0
0.0,45,1,0.37466615799999997,10483.0,17,0,3,0,0.0
0.370555219,51,0,2761.0,,12,0,2,0,2.0
0.0,62,0,0.0,,4,0,0,0,0.0
0.04495646,63,0,0.15240501,9500.0,4,0,1,0,0.0
0.310439069,60,4,2950.0,,12,0,2,0,0.0
0.9999998999999999,39,98,0.0,,0,98,0,98,0.0
0.303717749,54,0,0.66953624,3600.0,11,0,1,0,0.0
0.012247902,64,0,0.0014062060000000001,32000.0,3,0,0,0,0.0
0.831026048,43,0,0.126973311,8804.0,13,0,0,0,0.0
0.156464409,45,0,1986.0,,17,0,3,0,0.0
0.0,38,1,0.915060671,1400.0,3,1,1,0,2.0
0.00999001,43,0,197.0,,2,0,0,0,2.0
0.549776335,43,0,0.477002706,8500.0,7,0,2,0,2.0
0.017651972,53,0,0.26843204,9100.0,6,0,1,0,0.0
0.065688636,50,0,0.264957265,3626.0,6,0,1,0,1.0
0.0,38,0,0.38231388200000005,12800.0,11,0,4,0,0.0
0.135371075,57,0,0.408368326,6667.0,15,0,1,0,0.0
0.014166286,74,0,0.21345121600000003,6333.0,12,0,1,0,0.0
0.094190527,31,0,218.0,,7,0,0,0,0.0
0.9999998999999999,35,0,1782.0,,3,0,2,0,0.0
0.066052985,56,0,1625.0,,6,0,1,0,0.0
0.021607816000000002,52,0,0.39502332799999995,4500.0,11,0,1,0,2.0
0.182724252,39,0,0.129934841,2608.0,5,0,0,0,2.0
0.24652915,109,0,318.0,,3,0,0,0,
0.093200479,50,0,0.579488644,7000.0,12,0,4,0,0.0
0.18052510600000002,46,0,0.08459154099999999,10000.0,2,0,0,0,0.0
0.167304475,54,0,0.595895817,3800.0,5,0,1,0,1.0
0.975839717,39,0,2710.5,1.0,9,0,1,0,0.0
0.9999998999999999,43,0,1247.0,,1,0,0,0,0.0
0.35947753299999996,37,0,0.44951712,6833.0,5,0,2,0,2.0
0.0,64,0,0.036351098,30452.0,2,0,0,0,0.0
0.56839682,49,0,0.295764869,4320.0,9,0,1,0,1.0
0.098465124,40,0,0.25814837,5000.0,9,0,1,0,3.0
0.8952150209999999,54,3,1514.0,,7,0,1,0,0.0
0.5956662779999999,69,0,0.18971904899999997,6477.0,11,0,1,0,1.0
0.004422608,80,0,17.0,,7,0,0,0,0.0
0.288213073,54,0,0.320421821,4930.0,8,0,1,0,0.0
0.024022957999999997,44,0,0.369784565,3666.0,9,0,2,0,0.0
0.0,78,0,0.0,,6,0,0,0,0.0
0.026509663,39,0,0.19117473100000001,8452.0,13,0,3,0,1.0
0.206482964,45,0,0.46367012700000004,10500.0,12,0,2,0,1.0
0.017064599,75,0,639.0,,7,0,1,0,0.0
0.04481627,59,0,0.22318512100000001,15000.0,16,0,1,0,0.0
0.235528942,45,1,0.075083893,2383.0,3,1,0,1,0.0
0.018292846,49,0,0.28651351,8400.0,6,0,2,0,2.0
0.087607619,45,0,0.374099047,4300.0,8,0,1,0,2.0
0.020805188,44,0,0.897102897,1000.0,5,0,1,0,0.0
1.00239952,42,1,0.299350325,2000.0,5,0,1,2,0.0
0.012537002,68,0,0.00129987,10000.0,8,0,0,0,1.0
0.005512644000000001,62,0,0.9526982009999999,1500.0,10,0,2,0,2.0
0.613576566,32,2,0.057191233,10630.0,9,0,0,0,0.0
0.21965449899999998,63,1,3511.0,,12,0,2,0,0.0
0.133686631,25,0,0.009359250999999999,4166.0,2,0,0,0,0.0
0.40698548799999995,39,1,0.48229620000000006,8500.0,11,0,2,0,1.0
0.23240760100000002,33,1,0.27530364399999996,2716.0,7,0,0,0,0.0
0.003250984,76,0,0.10311211099999999,2666.0,7,0,0,0,0.0
0.23159845899999998,57,0,0.048652775999999995,9166.0,3,0,0,0,0.0
0.056999416,62,0,0.116106135,17750.0,18,0,1,0,3.0
0.589528305,59,0,0.303756917,10300.0,7,0,1,0,0.0
0.06778423900000001,64,0,2148.0,,6,0,1,0,0.0
0.9999998999999999,39,0,0.070981917,5916.0,4,0,0,0,2.0
0.9744715890000001,44,0,1293.5,1.0,6,0,0,0,2.0
0.9608566159999999,56,1,0.24880558600000002,2720.0,10,1,0,0,1.0
0.9999998999999999,79,0,0.0,,0,0,0,0,
0.060912152000000004,40,0,0.010618364,1600.0,4,0,0,0,0.0
0.543800604,59,0,0.6694757889999999,7000.0,16,0,1,0,2.0
0.45743902200000003,50,0,0.456851885,5596.0,7,0,1,0,0.0
0.435939102,60,0,0.5511859410000001,8136.0,11,0,2,0,1.0
0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0
0.17377118600000002,51,1,0.038214186000000004,10728.0,11,0,0,0,2.0
0.24675844100000002,72,0,0.147159647,4083.0,3,0,1,0,2.0
0.05880047,27,0,0.065837601,4100.0,6,1,1,0,1.0
0.890994063,46,0,0.43555795700000005,3700.0,6,0,0,0,3.0
0.025914337000000003,63,0,1130.0,,17,0,1,0,0.0
0.547659012,42,0,0.21193267,18000.0,9,0,2,0,3.0
0.067296896,66,1,0.15310586199999998,8000.0,25,0,0,1,0.0
0.074727011,73,0,0.030564884,26500.0,11,0,1,0,0.0
0.013692447,51,0,454.0,,6,0,1,0,0.0
0.073382734,49,0,0.33872887399999996,4200.0,15,1,2,0,0.0
0.017837002,82,0,0.6771472390000001,2607.0,11,0,1,0,0.0
0.9999998999999999,46,1,0.0,2000.0,1,0,0,0,0.0
0.334188969,37,0,0.742106816,6777.0,14,0,2,0,1.0
0.005666457,27,0,523.0,,4,0,0,0,
0.13299659,55,0,2686.0,,7,0,2,0,0.0
0.012595209,63,0,533.0,,5,0,1,0,
0.041763122,78,0,0.04199664,4166.0,7,0,1,0,0.0
0.026231337999999996,63,0,0.1807896,4153.0,6,0,0,0,0.0
0.9022097790000001,33,0,0.547390522,3333.0,5,0,1,0,0.0
0.591081784,39,1,0.46027287299999997,4983.0,6,0,1,0,3.0
0.053075410999999996,47,0,0.38140206600000004,9000.0,5,0,1,0,4.0
0.25853729,54,1,803.0,,15,0,0,1,
0.09961426699999999,82,0,0.018121547,9049.0,6,0,0,0,0.0
0.019853938,37,2,0.45293466200000004,5417.0,15,0,2,0,2.0
0.460357801,52,0,2690.0,,14,0,2,0,0.0
0.0,43,0,0.26217902600000004,8333.0,9,0,2,0,2.0
0.833817523,52,3,1775.0,,9,1,0,0,1.0
0.029569658,53,1,0.105787395,5822.0,13,0,0,0,1.0
0.21523504899999998,41,0,0.165489163,8350.0,11,0,1,0,0.0
0.411171434,42,0,0.550064277,7000.0,10,0,2,0,2.0
0.076162047,53,0,0.130772893,6300.0,6,0,1,0,2.0
0.29814085,40,0,0.23215773399999998,3600.0,7,0,0,0,2.0
0.206605648,47,0,0.310709479,5200.0,6,0,1,0,2.0
0.24582338899999998,44,1,0.12386778,8500.0,4,0,0,0,4.0
0.9999998999999999,35,0,0.105489451,10000.0,4,1,1,0,3.0
0.0035858709999999996,72,0,0.010643524,6106.0,10,0,0,0,0.0
0.076671092,60,0,0.095836855,9463.0,4,0,1,0,2.0
0.0,77,0,0.0,3523.0,3,0,0,0,0.0
0.547211731,34,0,0.175431303,4810.0,8,1,0,0,1.0
0.0,80,0,0.0,,3,0,0,0,0.0
0.008934588,61,0,965.0,,5,0,1,0,0.0
0.34661055799999996,54,1,1725.0,,6,0,1,0,0.0
0.9999998999999999,47,0,0.0,,0,0,0,0,
0.00282216,67,0,1449.0,,7,0,1,0,
0.023899602000000002,64,0,0.321085888,4272.0,10,0,1,0,0.0
0.101386246,71,0,0.064100059,5116.0,7,0,0,0,0.0
0.021529081000000002,56,0,0.009141551,7000.0,10,0,0,0,3.0
0.056129591,66,0,0.426801802,887.0,6,0,0,0,0.0
0.507256748,76,0,828.0,,3,0,0,0,0.0
0.0,50,0,272.0,,8,0,0,0,0.0
0.016934414,76,0,0.38184530200000005,4692.0,19,0,1,0,1.0
0.561234083,29,0,0.142102616,3975.0,5,0,0,0,0.0
0.37196491200000004,48,0,0.588068655,6000.0,11,0,1,0,2.0
0.268379729,25,0,17.0,,4,0,0,0,
0.307807683,34,0,0.118822876,1800.0,8,0,0,0,0.0
0.9659683440000001,40,0,0.577979206,3750.0,9,0,0,0,0.0
0.063018372,68,0,0.274207369,3500.0,5,0,0,0,0.0
0.0,51,2,0.0,12500.0,4,0,0,0,0.0
0.9999998999999999,23,0,0.20899250600000002,1200.0,1,0,0,0,0.0
0.06614669299999999,54,0,0.130836297,17433.0,4,0,2,0,1.0
0.766946087,45,0,0.058761249,17000.0,6,0,0,0,3.0
0.09915213699999999,68,0,0.259352084,10772.0,6,0,1,0,2.0
0.181689952,56,0,0.160707143,12500.0,20,0,1,0,0.0
0.08617142,47,0,0.37994154700000005,6500.0,15,0,3,0,2.0
0.014362983999999999,38,0,0.29813614899999996,12500.0,6,0,2,0,3.0
0.304739052,57,4,0.365713587,8183.0,9,0,1,0,1.0
0.12344773,63,0,0.072428648,7427.0,8,0,0,0,1.0
0.571527353,77,1,0.9734912579999999,1772.0,11,0,0,0,0.0
0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0
0.668308581,46,0,0.49310138,5000.0,5,0,1,0,0.0
0.794212219,53,0,0.433985839,2400.0,5,2,1,0,0.0
0.563864244,50,0,0.11552563199999999,15000.0,9,0,1,0,1.0
0.291253534,38,0,0.284709853,10666.0,7,0,1,0,2.0
0.23448291899999998,52,0,0.471505699,5000.0,14,0,0,0,0.0
0.082461456,54,0,0.886868687,2474.0,10,0,2,0,0.0
0.684769702,77,3,0.479813665,10303.0,16,3,2,0,1.0
0.017506332,44,1,0.28693656100000003,9583.0,8,0,1,0,0.0
0.0,54,0,0.26141248699999997,4884.0,12,1,1,1,1.0
0.443547022,41,0,1779.0,,6,0,1,0,0.0
0.283271754,57,0,0.49503654399999997,9166.0,21,0,2,0,0.0
0.384871781,37,0,0.638788585,8584.0,15,0,2,0,0.0
0.174751171,41,1,0.194450197,4828.0,7,0,0,0,2.0
0.0,51,0,0.7030296970000001,10000.0,20,0,3,0,3.0
0.0,42,0,467.0,,2,0,0,0,0.0
0.991152514,60,0,0.7893396979999999,6284.0,7,0,2,0,3.0
1.0103665309999998,78,2,0.463752334,12855.0,10,0,1,1,0.0
0.07920536,47,0,0.41181785299999996,5533.0,11,0,2,0,1.0
0.024719011000000003,51,0,0.007197121,2500.0,3,0,0,0,0.0
0.079803877,59,0,0.246225506,12451.0,14,0,2,0,0.0
0.059179389000000006,56,0,0.014182344,3454.0,4,0,0,0,0.0
0.214589891,75,0,657.0,,1,0,0,0,0.0
0.014577962,63,0,983.0,,7,0,1,0,0.0
0.099764127,38,0,0.227337942,7666.0,9,0,1,0,0.0
0.082763908,48,0,0.27587848800000003,10500.0,8,0,2,0,0.0
0.9999998999999999,23,0,0.0,800.0,0,0,0,0,0.0
0.7674465109999999,35,0,0.113396173,3500.0,2,0,0,0,2.0
0.042847048,66,0,0.63327674,5300.0,14,0,2,0,0.0
0.053434037000000004,41,0,0.452203824,12500.0,7,0,2,0,2.0
0.080083629,77,0,32.0,,5,0,0,0,0.0
0.06004476,70,0,0.44108280299999997,3139.0,6,0,1,0,0.0
0.0,66,0,0.7221773109999999,3710.0,5,0,3,0,1.0
0.0,46,0,0.138976837,6000.0,6,0,1,0,2.0
0.7685195140000001,50,0,0.511581614,5525.0,6,0,1,0,3.0
0.39736260799999995,35,1,0.978104379,3333.0,17,0,1,0,2.0
0.009465405,59,1,0.275890099,6150.0,4,0,1,0,1.0
0.17612550600000001,74,0,283.0,,4,0,0,0,0.0
0.07313241,27,0,0.173884077,1500.0,7,0,0,0,0.0
0.18566695800000002,41,0,0.251218598,8000.0,11,0,2,0,1.0
0.143985601,40,0,1971.0,,5,0,1,0,0.0
0.069094032,61,0,0.20975419399999998,12814.0,7,0,1,0,1.0
0.0,43,0,1221.0,,8,0,1,0,
0.721986227,45,0,1.798695247,2145.0,12,0,3,0,2.0
0.032748362999999996,88,0,1373.0,0.0,2,0,1,0,0.0
1.092301238,38,4,0.8823897009999999,8000.0,14,1,2,0,1.0
0.047483914,67,0,0.308350622,3855.0,12,0,1,0,0.0
0.457405679,28,0,0.070686071,1442.0,2,0,0,0,0.0
0.037713208,77,0,0.009497626,4000.0,3,0,0,0,0.0
0.799180612,65,0,0.286510912,10400.0,5,0,1,0,2.0
0.35097686,35,0,1.594189316,3200.0,7,0,1,0,0.0
0.788686723,24,0,0.331334333,2000.0,6,0,0,0,0.0
0.18413450899999997,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0
0.9999998999999999,60,0,0.198521647,10416.0,4,2,1,0,2.0
0.07179521400000001,42,0,1586.0,,4,0,2,0,
0.169951252,47,0,122.0,,2,0,0,0,3.0
0.025084882000000003,56,1,0.618038196,10000.0,14,0,5,0,0.0
0.24434971800000002,64,0,1.225050916,981.0,13,0,1,0,0.0
1.107892108,21,0,0.008247938,4000.0,2,0,0,0,0.0
0.852213505,64,0,0.544367644,5352.0,8,0,1,0,0.0
0.9999998999999999,53,0,0.438943109,4200.0,8,0,1,0,0.0
0.07455516400000001,41,0,0.252650634,11600.0,6,0,1,0,1.0
0.9999998999999999,59,0,0.41023622,2539.0,4,0,0,0,0.0
0.17937109699999998,88,0,3.077448747,1316.0,13,0,0,0,0.0
0.033154082,51,1,0.35794493200000005,6500.0,10,0,1,0,3.0
0.034332617999999995,35,0,0.289311091,6473.0,10,0,2,0,0.0
0.01790529,60,0,3527.0,,12,0,2,0,0.0
0.035998925,49,0,36.0,,3,0,0,0,2.0
0.025216706000000002,76,0,0.013994402,2500.0,4,0,0,0,0.0
0.0,43,0,0.519668338,5185.0,8,0,1,0,0.0
0.022288912,65,0,0.368926215,5000.0,13,0,1,0,0.0
0.987940125,61,2,0.149522328,4500.0,4,0,0,0,0.0
0.012865069,72,0,0.00239904,2500.0,1,0,0,0,0.0
0.061115648,83,0,0.056766345999999995,1972.0,9,0,0,0,0.0
0.013021933000000001,63,0,0.291536278,13740.0,7,0,2,0,1.0
0.021163658999999998,61,0,0.41262736899999997,10500.0,11,0,2,0,0.0
1.03998334,27,2,0.434969854,1160.0,4,0,0,0,0.0
0.9999998999999999,24,0,0.61298377,800.0,1,0,0,0,0.0
0.9999998999999999,38,1,0.186271243,3000.0,0,2,0,0,2.0
0.056897079,63,5,5057.0,,5,0,2,0,0.0
0.0,46,1,0.269487009,3001.0,2,0,1,0,0.0
0.569553881,39,3,0.322425659,7700.0,8,0,1,0,5.0
0.5177906210000001,62,1,0.48161885,9166.0,11,0,2,0,0.0
0.0,38,0,0.091127314,44574.0,7,0,1,0,3.0
0.007249819,44,0,0.220163723,9283.0,6,0,1,0,1.0
0.0,76,0,0.62063228,600.0,5,0,0,0,0.0
0.931213757,64,0,0.348089172,3139.0,5,0,1,0,0.0
0.004945383,27,0,0.41463414600000004,2500.0,8,0,1,0,0.0
0.655196588,48,0,0.588702234,10833.0,16,0,2,0,3.0
0.9999998999999999,31,1,0.6783907490000001,4150.0,3,2,3,3,1.0
0.01259937,47,0,0.283300018,5502.0,7,0,1,0,0.0
0.035703734,81,0,46.0,,2,0,0,0,0.0
0.7182044890000001,66,1,0.482335689,7500.0,4,0,1,0,0.0
0.013655023999999998,74,0,0.082608696,10119.0,14,0,1,0,0.0
0.00215378,69,1,0.345187002,1630.0,12,0,1,0,0.0
0.277032266,44,0,0.612191025,4166.0,9,0,1,0,0.0
0.688631487,62,2,0.0896048,23000.0,13,0,0,0,0.0
0.100017475,48,0,0.12125675,6110.0,9,0,0,0,2.0
0.016161616,50,0,0.023809524,125.0,4,0,0,0,1.0
0.292090185,75,0,0.519688753,4240.0,10,0,1,0,0.0
0.024674382999999998,49,0,0.017028773,1702.0,3,0,0,0,0.0
0.43616726899999997,45,0,2967.5,1.0,15,0,1,0,2.0
0.451192902,58,0,0.7260547890000001,5000.0,8,0,3,0,0.0
0.312971371,44,0,0.927913707,3800.0,18,0,2,0,0.0
0.156944907,52,4,0.346331709,8000.0,9,0,4,0,2.0
0.300336333,50,0,0.641199572,2800.0,5,0,1,0,0.0
0.347879761,34,0,0.027035674,6250.0,6,0,0,0,2.0
0.906690592,36,0,1126.0,,4,0,1,0,0.0
0.00050238,38,0,0.173270089,3583.0,10,0,0,0,0.0
0.01408411,55,0,0.820043892,4100.0,13,0,1,0,3.0
0.323400005,57,0,0.270746644,25473.0,18,0,2,0,1.0
0.000886898,48,1,0.14222222199999998,2924.0,4,0,1,0,0.0
0.38654265,70,0,0.6267107129999999,4237.0,6,0,1,0,0.0
0.091130531,33,0,0.512090038,11372.0,12,0,6,0,0.0
0.061926812000000005,47,0,0.47583601799999997,9000.0,14,0,2,0,0.0
0.132941043,60,0,1.232781377,4166.0,17,0,1,0,3.0
0.9999998999999999,27,0,0.470725995,1280.0,3,2,0,1,0.0
0.9999998999999999,38,1,1230.0,,2,0,1,1,0.0
0.170832825,32,0,213.0,,6,0,0,0,0.0
0.020543587,48,0,0.17619680899999998,9023.0,5,0,1,0,2.0
0.0,39,0,0.434932042,6400.0,5,0,1,0,2.0
0.023827897999999997,62,0,0.040356299,5500.0,10,0,1,0,1.0
0.7487575590000001,48,0,0.192510453,5500.0,2,0,0,0,0.0
1.070619587,23,0,0.058465286,820.0,2,0,0,0,0.0
0.014282669,59,0,0.166305616,6000.0,10,0,1,0,0.0
0.128524765,44,0,0.396700412,2666.0,5,0,0,0,0.0
0.019522578,62,0,0.258185454,4000.0,15,0,2,0,0.0
0.0,67,0,0.0,5000.0,8,0,0,0,0.0
0.009038288,65,0,0.296901033,3000.0,10,0,0,0,0.0
0.9999998999999999,50,0,0.000302939,3300.0,1,0,0,0,0.0
0.051765249000000006,66,0,48.0,,1,0,0,0,0.0
0.17485713100000003,69,0,0.249880326,6266.0,18,0,2,0,0.0
0.08562393,45,0,0.216536426,11900.0,4,0,1,0,0.0
0.667907711,59,1,0.414101909,45000.0,17,0,4,0,3.0
0.546554078,67,3,0.9102724320000001,4000.0,16,0,2,0,0.0
0.9999998999999999,41,0,0.030890987999999998,3916.0,0,1,0,0,3.0
0.061439003,55,0,0.19915619899999998,10428.0,7,0,1,0,0.0
0.257896293,52,0,0.485813614,8916.0,5,0,2,0,2.0
0.21588920600000003,53,0,0.421810425,7500.0,11,0,1,0,2.0
0.337558869,64,0,2870.0,,9,0,1,0,0.0
0.9999998999999999,62,0,3046.0,,4,0,1,0,0.0
0.118794604,59,0,1.3830040469999998,4200.0,24,0,5,0,0.0
0.583616008,55,0,0.41433121,3139.0,3,0,1,0,0.0
0.033398664,63,0,28.0,,9,0,0,0,0.0
0.891310869,43,0,0.329608281,8500.0,8,0,1,0,1.0
0.132341446,27,0,0.063640049,7400.0,16,0,0,0,0.0
0.013142253999999999,64,0,1390.0,,7,0,1,0,0.0
0.053624822,51,0,32.0,,1,0,0,0,0.0
